Name,Risk,Return,Website,NCT,Condition
743,0.960008224,43.57525658,https://clinicaltrials.gov/study/NCT00216034,NCT00216034,Gastric Cancer
744,0.986787967,150.1555957,https://clinicaltrials.gov/study/NCT00721734,NCT00721734,Multiple Myeloma|Renal Insufficiency
745,0.953947936,45.13786067,https://clinicaltrials.gov/study/NCT02744534,NCT02744534,Prostatic Neoplasms
746,0.965584843,49.47596116,https://clinicaltrials.gov/study/NCT00576901,NCT00576901,Breast Cancer
747,0.989954675,150.6102938,https://clinicaltrials.gov/study/NCT03117101,NCT03117101,Advanced Solid Tumors
748,0.982686722,101.3265676,https://clinicaltrials.gov/study/NCT00030901,NCT00030901,Precancerous/Nonmalignant Condition|Prostate Cancer
749,0.98988925,150.1234478,https://clinicaltrials.gov/study/NCT00190528,NCT00190528,Cervical Neoplasms
750,0.999570211,185.0485518,https://clinicaltrials.gov/study/NCT01653028,NCT01653028,Myxofibrosarcoma|Recurrent Adult Soft Tissue Sarcoma|Recurrent Leiomyosarcoma|Recurrent Liposarcoma|Recurrent Malignant Peripheral Nerve Sheath Tumor|Recurrent Undifferentiated Pleomorphic Sarcoma|Stage III Soft Tissue Sarcoma AJCC v7|Stage IV Soft Tissue Sarcoma AJCC v7
751,0.957445618,52.34005634,https://clinicaltrials.gov/study/NCT00444041,NCT00444041,Metastatic Colorectal Cancer
752,0.993969803,153.6575147,https://clinicaltrials.gov/study/NCT00320541,NCT00320541,Breast Cancer
753,0.596197222,2.441254715,https://clinicaltrials.gov/study/NCT01909141,NCT01909141,Polycystic Ovary Syndrome|Infertility
754,0.997777795,171.6651088,https://clinicaltrials.gov/study/NCT01491841,NCT01491841,Non-Hodgkin's Lymphoma
755,0.995727283,156.3205666,https://clinicaltrials.gov/study/NCT00910741,NCT00910741,Locally Advanced and Metastatic Pancreatic Cancer
756,0.986802087,139.2533504,https://clinicaltrials.gov/study/NCT00436241,NCT00436241,Gastric Cancer
757,0.974864325,80.12295262,https://clinicaltrials.gov/study/NCT03690141,NCT03690141,Castrate-resistant Prostate Cancer (CRPC)
758,0.997643072,166.5716469,https://clinicaltrials.gov/study/NCT00068341,NCT00068341,Breast Cancer
759,0.982649453,91.72355603,https://clinicaltrials.gov/study/NCT00115141,NCT00115141,Warts
760,0.999068457,190.8172196,https://clinicaltrials.gov/study/NCT00329641,NCT00329641,"Ciliary Body and Choroid Melanoma, Medium/Large Size|Extraocular Extension Melanoma|Iris Melanoma|Metastatic Intraocular Melanoma|Recurrent Intraocular Melanoma"
761,0.999304031,192.2455887,https://clinicaltrials.gov/study/NCT02020941,NCT02020941,Refractory Multiple Myeloma
762,0.946454755,31.57645304,https://clinicaltrials.gov/study/NCT02670941,NCT02670941,Chemotherapy Symptoms
763,0.996212966,157.3409188,https://clinicaltrials.gov/study/NCT00003041,NCT00003041,Breast Cancer
764,0.998337348,172.7492714,https://clinicaltrials.gov/study/NCT04256941,NCT04256941,Anatomic Stage IV Breast Cancer AJCC v8|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8
765,0.997296704,160.3528024,https://clinicaltrials.gov/study/NCT00761241,NCT00761241,Pancreatic Cancer
766,0.964112857,57.8294433,https://clinicaltrials.gov/study/NCT02357836,NCT02357836,Non-small Cell Lung Cancer
767,0.991018546,151.1910948,https://clinicaltrials.gov/study/NCT05382936,NCT05382936,Advanced Solid Tumor
768,0.834125436,13.46248623,https://clinicaltrials.gov/study/NCT01198236,NCT01198236,Invasive Fungal Infection
769,0.980273058,122.3299877,https://clinicaltrials.gov/study/NCT00455936,NCT00455936,Lung Cancer
770,0.996531002,154.0216086,https://clinicaltrials.gov/study/NCT00085436,NCT00085436,Kidney Cancer
771,0.989677854,150.161832,https://clinicaltrials.gov/study/NCT04305236,NCT04305236,Breast Neoplasm|Hormone Receptor Positive Breast Carcinoma
772,0.992544002,153.8776392,https://clinicaltrials.gov/study/NCT00669136,NCT00669136,"Hepatocellular Carcinoma|Hepatoma|Liver Cancer, Adult|Liver Cell Carcinoma|Liver Cell Carcinoma, Adult|Cancer of Liver|Cancer of the Liver|Cancer, Hepatocellular|Hepatic Cancer|Hepatic Neoplasms|Hepatocellular Cancer|Liver Cancer|Neoplasms, Hepatic|Neoplasms, Liver"
773,0.999394989,195.1767915,https://clinicaltrials.gov/study/NCT02798536,NCT02798536,Mesothelioma
774,0.993364641,153.1945995,https://clinicaltrials.gov/study/NCT00936936,NCT00936936,Testicular Cancer
775,0.997866291,169.3727649,https://clinicaltrials.gov/study/NCT01120236,NCT01120236,Prostate Adenocarcinoma|Recurrent Prostate Carcinoma|Stage IV Prostate Cancer
776,0.992855722,152.3987827,https://clinicaltrials.gov/study/NCT01926236,NCT01926236,Biliary Tract Cancer|Gallbladder Cancer|Cholangiocarcinoma|Ampullary Cancer
777,0.995990658,155.0891593,https://clinicaltrials.gov/study/NCT01425736,NCT01425736,Head and Neck Squamous Cell Carcinoma
778,0.986894362,150.344696,https://clinicaltrials.gov/study/NCT02064036,NCT02064036,Adenocarcinoma of the Prostate
779,0.996919462,162.1953518,https://clinicaltrials.gov/study/NCT00770536,NCT00770536,Cancer|Carcinoma|Fallopian Tube Cancer|Gynecological Malignancies|Metastases|Oncology|Ovarian Cancer|Solid Tumors|Tumors
780,0.978616447,95.40811486,https://clinicaltrials.gov/study/NCT02101736,NCT02101736,NF1|Neurofibromatosis|Plexiform Neurofibromas
781,0.995034952,155.7196149,https://clinicaltrials.gov/study/NCT02236936,NCT02236936,Squamous Cell Carcinoma of the Hypopharynx Stage III|Squamous Cell Carcinoma of the Hypopharynx Stage IV|Laryngeal Squamous Cell Carcinoma Stage III|Laryngeal Squamous Cell Carcinoma Stage IV|Oropharyngeal Squamous Cell Carcinoma Stage III|Oropharyngeal Squamous Cell Carcinoma Stage IV|Squamous Cell Carcinoma of the Oral Cavity Stage III|Squamous Cell Carcinoma of the Oral Cavity Stage IV|Locally Advanced Malignant Neoplasm
782,0.942233403,32.69869677,https://clinicaltrials.gov/study/NCT00110136,NCT00110136,Breast Cancer|Hot Flashes
783,0.989110871,150.62986,https://clinicaltrials.gov/study/NCT01658436,NCT01658436,Pancreatic Neuroendocrine Tumors (pNET)
784,0.988485538,150.9164351,https://clinicaltrials.gov/study/NCT02105636,NCT02105636,Squamous Cell Carcinoma of the Head and Neck
785,0.997285018,164.1166834,https://clinicaltrials.gov/study/NCT02343536,NCT02343536,"Lymphoma, Large B-Cell, Diffuse|Lymphoma, Follicular"
786,0.984231222,146.4315983,https://clinicaltrials.gov/study/NCT04561336,NCT04561336,Metastatic Colorectal Cancer|RAS Wild Type
787,0.998562574,174.6470021,https://clinicaltrials.gov/study/NCT00026936,NCT00026936,Neoplasm
788,0.998994369,182.5148219,https://clinicaltrials.gov/study/NCT00602836,NCT00602836,Leukemia|Lymphoma
789,0.88027989,16.35191046,https://clinicaltrials.gov/study/NCT01853423,NCT01853423,Facial Angiofibroma
790,0.999225748,182.1543211,https://clinicaltrials.gov/study/NCT01247623,NCT01247623,Malignant Melanoma
791,0.997921788,163.1678231,https://clinicaltrials.gov/study/NCT01498328,NCT01498328,Glioblastoma|Small Cell Glioblastoma|Giant Cell Glioblastoma|Gliosarcoma|Glioblastoma With Oligodendroglial Component|Recurrent Glioblastoma|Relapsed Glioblastoma
792,0.994570408,153.7323982,https://clinicaltrials.gov/study/NCT01042028,NCT01042028,Pancreatic Cancer
793,0.989449851,151.4408656,https://clinicaltrials.gov/study/NCT00096941,NCT00096941,Solid Cancers
794,0.999645786,189.7894876,https://clinicaltrials.gov/study/NCT00003541,NCT00003541,Lymphoma
795,0.967303964,70.97342123,https://clinicaltrials.gov/study/NCT00532441,NCT00532441,Hepatocellular Carcinoma
796,0.999297395,185.4612908,https://clinicaltrials.gov/study/NCT00016341,NCT00016341,Endometrial Cancer
797,0.940778284,33.44114852,https://clinicaltrials.gov/study/NCT01360541,NCT01360541,Barrett Oesophagus|Low Grade Dysplasia
798,0.991406328,151.9358087,https://clinicaltrials.gov/study/NCT00790036,NCT00790036,Diffuse Large B-cell Lymphoma
799,0.999653365,192.2646719,https://clinicaltrials.gov/study/NCT01237236,NCT01237236,Advanced Solid Tumor|Lymphomas
800,0.969345831,74.88371573,https://clinicaltrials.gov/study/NCT00311636,NCT00311636,Breast Cancer
801,0.999831789,180.3066487,https://clinicaltrials.gov/study/NCT00010036,NCT00010036,Brain and Central Nervous System Tumors
802,0.990935543,151.7618732,https://clinicaltrials.gov/study/NCT00033436,NCT00033436,Bladder Cancer
803,0.963693713,44.66206466,https://clinicaltrials.gov/study/NCT03413436,NCT03413436,Esophageal Cancer
804,0.999196495,189.6458406,https://clinicaltrials.gov/study/NCT00031941,NCT00031941,"Lymphoma|Small Intestine Cancer|Unspecified Adult Solid Tumor, Protocol Specific"
805,0.986623411,150.2774431,https://clinicaltrials.gov/study/NCT00336141,NCT00336141,Colorectal Cancer
806,0.997923582,165.8027696,https://clinicaltrials.gov/study/NCT02482441,NCT02482441,Advanced Relapsed Tumors|Refractory Solid Tumors
807,0.99883256,172.3480093,https://clinicaltrials.gov/study/NCT00005641,NCT00005641,Chronic Myeloproliferative Disorders|Graft Versus Host Disease|Leukemia|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes
808,0.953068847,44.22205003,https://clinicaltrials.gov/study/NCT01381341,NCT01381341,Advanced Solid Tumors
809,0.984167401,93.34878722,https://clinicaltrials.gov/study/NCT01117441,NCT01117441,Leukemia
810,0.985811591,150.0208312,https://clinicaltrials.gov/study/NCT00971841,NCT00971841,Esophageal Cancer
811,0.981396601,127.5628761,https://clinicaltrials.gov/study/NCT00619541,NCT00619541,Hepatocellular Carcinoma
812,0.999495304,184.6206575,https://clinicaltrials.gov/study/NCT04424641,NCT04424641,Locally Advanced or Metastatic Solid Tumor(s)|Prostate Cancer|Esophageal Cancer|Triple Negative Breast Cancer (TNBC)|Squamous Cell Carcinoma of Head and Neck (SCCHN)|Non-small Cell Lung Cancer (NSCLC)|Bladder Cancer|Uterine Cancer
813,0.998784907,175.5195886,https://clinicaltrials.gov/study/NCT00041041,NCT00041041,Primary Peritoneal Cavity Cancer|Recurrent Ovarian Epithelial Cancer
814,0.921294634,20.79829155,https://clinicaltrials.gov/study/NCT02470741,NCT02470741,Leiomyoma|Uterine Fibroids
815,0.9929585,152.5748268,https://clinicaltrials.gov/study/NCT03988036,NCT03988036,Breast Cancer
816,0.947148697,38.05821442,https://clinicaltrials.gov/study/NCT02074436,NCT02074436,Hematological Malignancies|Thrombocytopenia
817,0.875460455,14.39650636,https://clinicaltrials.gov/study/NCT01012336,NCT01012336,Chemotherapy-Induced Nausea and Vomiting|Ovarian Cancer
818,0.985977784,134.2490283,https://clinicaltrials.gov/study/NCT01759836,NCT01759836,Prostatic Neoplasms
819,0.933922963,26.87985341,https://clinicaltrials.gov/study/NCT00580736,NCT00580736,Port Wine Stain|Nevus of Ota|Tattoos|Scars|Acne|Hypertrichosis|Sebaceous Gland Diseases
820,0.999051598,187.7031481,https://clinicaltrials.gov/study/NCT00119236,NCT00119236,"Unspecified Adult Solid Tumor, Protocol Specific"
821,0.887321871,17.71074407,https://clinicaltrials.gov/study/NCT00140036,NCT00140036,Colorectal Neoplasms
822,0.994780131,154.1163134,https://clinicaltrials.gov/study/NCT00064636,NCT00064636,Advanced Non-Small Cell Lung Cancer|Other Solid Tumors
823,0.980263427,86.17496238,https://clinicaltrials.gov/study/NCT00563836,NCT00563836,Ovarian Cancer|Epithelial Ovarian Cancer
824,0.998169482,169.385931,https://clinicaltrials.gov/study/NCT00041236,NCT00041236,Sarcoma
825,0.912119014,20.9173267,https://clinicaltrials.gov/study/NCT01310036,NCT01310036,Non-Squamous Non-Small Cell Lung Cancer
826,0.962215159,55.70467017,https://clinicaltrials.gov/study/NCT01276236,NCT01276236,Kaposi's Sarcoma
827,0.992392722,152.0277191,https://clinicaltrials.gov/study/NCT01633541,NCT01633541,Laryngeal Cancer
828,0.972201307,65.85057941,https://clinicaltrials.gov/study/NCT00698841,NCT00698841,Advanced Cancer
829,0.5610789,4.135356802,https://clinicaltrials.gov/study/NCT00888641,NCT00888641,Kidney Neoplasm
830,0.999779424,196.6752677,https://clinicaltrials.gov/study/NCT00609141,NCT00609141,"Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor|Unspecified Childhood Solid Tumor, Protocol Specific"
831,0.98339264,143.6955037,https://clinicaltrials.gov/study/NCT00063141,NCT00063141,Colorectal Cancer
832,0.938764223,34.46827689,https://clinicaltrials.gov/study/NCT06184841,NCT06184841,Hepatic Arterial Infusion Chemotherapy|Liver Metastases|Esophageal Squamous Cell Carcinoma
833,0.887626704,18.55565134,https://clinicaltrials.gov/study/NCT02622841,NCT02622841,Neoplasm Metastasis
834,0.987461101,150.1668359,https://clinicaltrials.gov/study/NCT01161836,NCT01161836,Advanced Solid Tumors
835,0.98923504,150.7272581,https://clinicaltrials.gov/study/NCT02850536,NCT02850536,Liver Metastases
836,0.76695086,7.363830021,https://clinicaltrials.gov/study/NCT01468636,NCT01468636,Genital Warts|HPV
837,0.993413478,151.6667277,https://clinicaltrials.gov/study/NCT02243436,NCT02243436,CLASSICAL HODGKIN LYMPHOMA
838,0.999543661,188.3665481,https://clinicaltrials.gov/study/NCT04158141,NCT04158141,Pleural Biphasic Mesothelioma|Pleural Epithelioid Mesothelioma|Stage I Pleural Malignant Mesothelioma AJCC v8|Stage IA Pleural Malignant Mesothelioma AJCC v8|Stage IB Pleural Malignant Mesothelioma AJCC v8|Stage II Pleural Malignant Mesothelioma AJCC v8|Stage IIIA Pleural Malignant Mesothelioma AJCC v8
839,0.997492656,161.8212541,https://clinicaltrials.gov/study/NCT02262741,NCT02262741,Squamous Cell Carcinoma of the Head and Neck
840,0.995576035,155.826962,https://clinicaltrials.gov/study/NCT01993641,NCT01993641,Myelodysplastic Syndrome|MDS
841,0.993296677,153.1711006,https://clinicaltrials.gov/study/NCT02700841,NCT02700841,Plasma Cell Myeloma
842,0.998831299,191.792205,https://clinicaltrials.gov/study/NCT02379741,NCT02379741,Neoplasms|Solid Tumors
843,0.996833086,158.6614225,https://clinicaltrials.gov/study/NCT00001341,NCT00001341,Neoplasm
844,0.992074125,151.6547567,https://clinicaltrials.gov/study/NCT03980041,NCT03980041,Bladder Cancer|Urothelial Carcinoma|Solid Tumor|Advanced Cancer
845,0.998701092,183.9898284,https://clinicaltrials.gov/study/NCT00004141,NCT00004141,Melanoma (Skin)
846,0.700540648,4.514014252,https://clinicaltrials.gov/study/NCT00051441,NCT00051441,Stomatitis|Radiation Effects
847,0.995090062,153.767123,https://clinicaltrials.gov/study/NCT03083041,NCT03083041,"Carcinoma, Non-Small-Cell Lung"
848,0.564549142,4.421463727,https://clinicaltrials.gov/study/NCT00216541,NCT00216541,Anemia|Neoplasms
849,0.990214123,151.1901843,https://clinicaltrials.gov/study/NCT01506336,NCT01506336,Gastro Intestinal Stromal Tumor
850,0.999715164,188.806429,https://clinicaltrials.gov/study/NCT03422536,NCT03422536,Head and Neck Basaloid Carcinoma|Recurrent Head and Neck Squamous Cell Carcinoma|Recurrent Oropharyngeal Squamous Cell Carcinoma|Squamous Cell Carcinoma of Unknown Primary Origin|Stage IV Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage IV Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity|Stage IV Nasopharyngeal Keratinizing Squamous Cell Carcinoma|Stage IV Oropharyngeal Squamous Cell Carcinoma|Stage IVA Lip and Oral Cavity Squamous Cell Carcinoma|Stage IVA Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma|Stage IVA Nasopharyngeal Keratinizing Squamous Cell Carcinoma|Stage IVA Oropharyngeal Squamous Cell Carcinoma|Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma|Stage IVB Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma|Stage IVB Nasopharyngeal Keratinizing Squamous Cell Carcinoma|Stage IVB Oropharyngeal Squamous Cell Carcinoma|Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma|Stage IVC Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma|Stage IVC Nasopharyngeal Keratinizing Squamous Cell Carcinoma|Stage IVC Oropharyngeal Squamous Cell Carcinoma|Head and Neck Cancer|Oropharyngeal Cancer|HNSCC|Stage IV Lip and Oral Cavity Squamous Cell Carcinoma
851,0.999070471,193.206801,https://clinicaltrials.gov/study/NCT04614636,NCT04614636,"Acute Myeloid Leukemia|AML, Adult|Multiple Myeloma|Myeloma"
852,0.99603433,157.4169003,https://clinicaltrials.gov/study/NCT01752036,NCT01752036,Solid Tumor Spine Metastases
853,0.991075771,151.311899,https://clinicaltrials.gov/study/NCT01727336,NCT01727336,Advanced Renal Cell Carcinoma
854,0.997537839,162.6860203,https://clinicaltrials.gov/study/NCT01485536,NCT01485536,Lymphoma
855,0.992455825,152.6995016,https://clinicaltrials.gov/study/NCT01222936,NCT01222936,Small Cell Lung Carcinoma
856,0.969020695,52.93347395,https://clinicaltrials.gov/study/NCT02667236,NCT02667236,Seborrheic Keratosis
857,0.995858574,157.9526459,https://clinicaltrials.gov/study/NCT01030536,NCT01030536,Non-Hodgkin Lymphoma|Chronic Lymphocytic Leukemia
858,0.996665726,158.4597949,https://clinicaltrials.gov/study/NCT01248936,NCT01248936,Malignant Melanoma
859,0.984004458,95.83169459,https://clinicaltrials.gov/study/NCT00032136,NCT00032136,Breast Cancer
860,0.989126124,150.0137037,https://clinicaltrials.gov/study/NCT00987636,NCT00987636,Ewing's Sarcoma
861,0.999413562,188.4941588,https://clinicaltrials.gov/study/NCT00892736,NCT00892736,Basal-Like Breast Carcinoma|BRCA1 Mutation Carrier|BRCA2 Mutation Carrier|Breast Carcinoma|Estrogen Receptor Negative|HER2/Neu Negative|Hereditary Breast and Ovarian Cancer Syndrome|Ovarian Carcinoma|Pancreatic Carcinoma|Progesterone Receptor Negative|Prostate Carcinoma|Recurrent Breast Carcinoma|Recurrent Fallopian Tube Carcinoma|Recurrent Ovarian Carcinoma|Recurrent Primary Peritoneal Carcinoma|Solid Neoplasm|Triple-Negative Breast Carcinoma
862,0.876215863,16.59401222,https://clinicaltrials.gov/study/NCT05053841,NCT05053841,Metformin|Breast Cancer
863,0.876642565,16.35444126,https://clinicaltrials.gov/study/NCT01092741,NCT01092741,Leukemia
864,0.889428206,14.22135991,https://clinicaltrials.gov/study/NCT00645541,NCT00645541,Breast Cancer
865,0.96553255,53.04789914,https://clinicaltrials.gov/study/NCT02680041,NCT02680041,Prostate Cancer
866,0.986071405,148.6521355,https://clinicaltrials.gov/study/NCT00145041,NCT00145041,Malignant Melanoma
867,0.984525768,119.7372704,https://clinicaltrials.gov/study/NCT01948141,NCT01948141,Recurrent Non-small Cell Lung Cancer|Squamous Cell Lung Cancer|Stage III Non-small Cell Lung Cancer|Stage IV Non-small Cell Lung Cancer
868,0.992096511,152.0299324,https://clinicaltrials.gov/study/NCT04397341,NCT04397341,Locally Advanced Head and Neck Carcinoma
869,0.995437501,154.6825958,https://clinicaltrials.gov/study/NCT00906841,NCT00906841,B-cell Lymphoma
870,0.998860938,182.7688238,https://clinicaltrials.gov/study/NCT02404441,NCT02404441,Melanoma|Non-small Sell Lung Cancer (NSCLC)|Triple Negative Breast Cancer|Anaplastic Thyroid Cancer|Other Solid Tumors
871,0.993314073,153.3151189,https://clinicaltrials.gov/study/NCT00003336,NCT00003336,Leukemia|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Diseases
872,0.995080503,153.9827707,https://clinicaltrials.gov/study/NCT00199836,NCT00199836,Cancer|Neoplasm
873,0.998658273,176.69181,https://clinicaltrials.gov/study/NCT00112736,NCT00112736,Adult Anaplastic Astrocytoma|Adult Anaplastic Oligodendroglioma|Adult Diffuse Astrocytoma|Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Adult Mixed Glioma|Adult Pilocytic Astrocytoma|Adult Pineal Gland Astrocytoma|Adult Subependymal Giant Cell Astrocytoma|Recurrent Adult Brain Tumor
874,0.981332095,116.1707081,https://clinicaltrials.gov/study/NCT02521441,NCT02521441,Neutropenia
875,0.999551975,185.5216655,https://clinicaltrials.gov/study/NCT00006041,NCT00006041,Fallopian Tube Cancer|Ovarian Cancer|Primary Peritoneal Cavity Cancer
876,0.973086901,81.41510893,https://clinicaltrials.gov/study/NCT01911741,NCT01911741,Healthy Subjects|Castration Resistant Prostate Cancer (CRPC)|Relative Bioavailability|MDV3100
877,0.95406975,41.60540239,https://clinicaltrials.gov/study/NCT00954941,NCT00954941,Hematologic Diseases|Acute Myelogenous Leukemia|Myelodysplastic Syndrome|Chronic Myelogenous Leukemia
878,0.999645719,175.5006465,https://clinicaltrials.gov/study/NCT00288041,NCT00288041,"Ciliary Body and Choroid Melanoma, Medium/Large Size|Extraocular Extension Melanoma|Iris Melanoma|Recurrent Intraocular Melanoma|Recurrent Melanoma|Stage IV Melanoma"
879,0.994152779,154.6285634,https://clinicaltrials.gov/study/NCT00295841,NCT00295841,Leukemia
880,0.991826593,153.2016766,https://clinicaltrials.gov/study/NCT04236141,NCT04236141,"Diffuse, Large B-Cell, Lymphoma"
881,0.976142259,87.94583568,https://clinicaltrials.gov/study/NCT02565641,NCT02565641,Pancreatic Cancer
882,0.976203631,78.10450142,https://clinicaltrials.gov/study/NCT01658241,NCT01658241,Nodal Lymphoma|Lymphoma With Cutaneous Involvement|Lymphoma in Leukemic Phase|Marrow Involvement With Lymphoma|Multiple Myeloma
883,0.99429594,153.5181014,https://clinicaltrials.gov/study/NCT02109341,NCT02109341,Metastatic Pancreatic Cancer
884,0.988829979,150.727184,https://clinicaltrials.gov/study/NCT00636441,NCT00636441,Early-Stage Breast Cancer
885,0.997174676,160.7251632,https://clinicaltrials.gov/study/NCT01079741,NCT01079741,Melanoma
886,0.998899446,186.914503,https://clinicaltrials.gov/study/NCT00550836,NCT00550836,Pancreatic Cancer
887,0.997361413,160.5895641,https://clinicaltrials.gov/study/NCT00437736,NCT00437736,Cancer
888,0.990769327,152.9060999,https://clinicaltrials.gov/study/NCT00415636,NCT00415636,Cancer
889,0.99737377,163.8836699,https://clinicaltrials.gov/study/NCT00130936,NCT00130936,Gastric Cancer|Esophageal Cancer|Tumors
890,0.987574178,120.2093948,https://clinicaltrials.gov/study/NCT03989336,NCT03989336,Ovarian Cancer
891,0.988950899,150.1777966,https://clinicaltrials.gov/study/NCT04134936,NCT04134936,Diffuse Large B-cell Lymphoma
892,0.988466793,131.2600459,https://clinicaltrials.gov/study/NCT01272141,NCT01272141,Breast Neoplasms|Breast Cancer|Cancer of the Breast
893,0.984402975,150.0213433,https://clinicaltrials.gov/study/NCT00516841,NCT00516841,Ovarian Cancer|Peritoneal Neoplasms
894,0.994449396,153.8251553,https://clinicaltrials.gov/study/NCT00632541,NCT00632541,Metastatic Breast Cancer
895,0.997873014,168.2908834,https://clinicaltrials.gov/study/NCT00826241,NCT00826241,Brain Tumors|Spinal Cord Tumors
896,0.999240781,186.5192023,https://clinicaltrials.gov/study/NCT04418141,NCT04418141,Advanced Solid Tumor|B Cell Lymphoma
897,0.993303589,153.5763295,https://clinicaltrials.gov/study/NCT03913741,NCT03913741,Solid Tumor
898,0.991817748,152.2494326,https://clinicaltrials.gov/study/NCT00965341,NCT00965341,Advanced Cancer
899,0.994456489,154.9171153,https://clinicaltrials.gov/study/NCT00299741,NCT00299741,Prostate Cancer
900,0.985012803,117.4676304,https://clinicaltrials.gov/study/NCT00988741,NCT00988741,Unresectable Hepatocellular Carcinoma
901,0.980593363,102.8123196,https://clinicaltrials.gov/study/NCT00679341,NCT00679341,Breast Cancer
902,0.999024511,186.9653511,https://clinicaltrials.gov/study/NCT00624936,NCT00624936,Leukemia|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms
903,0.997154154,163.2100028,https://clinicaltrials.gov/study/NCT04015336,NCT04015336,Papillomavirus Infections|Oropharyngeal Neoplasms
904,0.996548259,160.8513527,https://clinicaltrials.gov/study/NCT00831636,NCT00831636,Ovarian Cancer
905,0.972185834,68.67708831,https://clinicaltrials.gov/study/NCT00446836,NCT00446836,Prostatic Neoplasms
906,0.992126314,153.0180317,https://clinicaltrials.gov/study/NCT02496741,NCT02496741,Glioma|Cholangiocarcinoma|Chondrosarcoma
907,0.790633181,8.282472396,https://clinicaltrials.gov/study/NCT02551341,NCT02551341,Prostate Cancer
908,0.974222586,65.80742932,https://clinicaltrials.gov/study/NCT00080041,NCT00080041,Breast Neoplasms|Ovarian Neoplasms|Prostatic Neoplasms|Lung Neoplasms
909,0.982200108,131.501499,https://clinicaltrials.gov/study/NCT01545141,NCT01545141,"Colorectal Cancer|Colorectal Carcinoma|Colorectal Tumors|Neoplasms, Colorectal"
910,0.993750993,153.0324845,https://clinicaltrials.gov/study/NCT02071641,NCT02071641,Metastatic Renal Cell Carcinoma
911,0.992041458,151.253663,https://clinicaltrials.gov/study/NCT01540136,NCT01540136,Nasopharyngeal Carcinoma
912,0.968057394,62.23438202,https://clinicaltrials.gov/study/NCT03262636,NCT03262636,"Brain Tumor, Primary|Brain Tumor, Recurrent"
913,0.996346692,157.3428937,https://clinicaltrials.gov/study/NCT01079936,NCT01079936,Myeloma|Stem Cell Transplantation
914,0.876172686,11.32533693,https://clinicaltrials.gov/study/NCT01091636,NCT01091636,Epithelial Ovarian Cancer
915,0.994234171,154.0692691,https://clinicaltrials.gov/study/NCT00004136,NCT00004136,Liver Cancer|Metastatic Cancer
916,0.999278084,189.491256,https://clinicaltrials.gov/study/NCT01018836,NCT01018836,"Metastatic Cancer|Unspecified Adult Solid Tumor, Protocol Specific"
917,0.982858258,98.23268547,https://clinicaltrials.gov/study/NCT00289341,NCT00289341,Prostate Cancer
918,0.999160675,186.4207063,https://clinicaltrials.gov/study/NCT00101036,NCT00101036,Adult Primary Hepatocellular Carcinoma|Advanced Adult Primary Liver Cancer|Localized Unresectable Adult Primary Liver Cancer|Recurrent Adult Primary Liver Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer
919,0.961706221,57.20444417,https://clinicaltrials.gov/study/NCT04585841,NCT04585841,Lean Body Mass|Cannabis|Cancer|Nausea|Cachexia|Emesis|Appetitive Behavior
920,0.92330519,25.21739309,https://clinicaltrials.gov/study/NCT01516736,NCT01516736,Chemotherapy-induced Neutropenia|Breast Cancer
921,0.991768032,151.612793,https://clinicaltrials.gov/study/NCT00073736,NCT00073736,Hepatocellular Carcinoma
922,0.94092191,29.59420088,https://clinicaltrials.gov/study/NCT01441336,NCT01441336,Advanced Gastric Cancer|Laparoscopic Gastrectomy
923,0.996221129,159.0595571,https://clinicaltrials.gov/study/NCT00496236,NCT00496236,Head and Neck Cancer|Head and Neck Neoplasms
924,0.995312557,155.0047479,https://clinicaltrials.gov/study/NCT00394836,NCT00394836,"Lymphoma, Follicular"
925,0.998675941,180.5240754,https://clinicaltrials.gov/study/NCT00003436,NCT00003436,Leukemia|Myelodysplastic Syndromes
926,0.993707452,153.2704264,https://clinicaltrials.gov/study/NCT04099836,NCT04099836,Non Small Cell Lung Cancer
927,0.943067607,26.38792588,https://clinicaltrials.gov/study/NCT00254436,NCT00254436,Gastrointestinal Cancer|Rectal Cancer
928,0.999692867,185.7239465,https://clinicaltrials.gov/study/NCT03189836,NCT03189836,Lymphoma
929,0.898173528,18.19321779,https://clinicaltrials.gov/study/NCT00294736,NCT00294736,NSCLC
930,0.713066513,5.684864322,https://clinicaltrials.gov/study/NCT03252223,NCT03252223,Polycystic Ovary Syndrome|Healthy|Anovulation|Hyperandrogenism
